-3.4057636	3.4068964	-3.4057062	-3.4128263	3.410217	3.4374847	-3.4067295	3.4148352	3.4129615	3.4377592	3.4371533	-3.4023454	-3.4278831	3.4436836	-3.422694	3.434966
-3.1875906	3.1694508	-3.1804662	-3.1732593	3.20442	3.1791646	-3.2261865	3.2081885	3.167807	3.1986809	3.1521547	-3.1486335	-3.2075362	3.1624877	-3.1896796	3.239004
-3.3900974	3.3286414	-3.3637886	-3.387124	3.3356326	3.3421092	-3.3988285	3.3545418	3.3436222	3.3709137	3.3392487	-3.3504348	-3.3144262	3.2982485	-3.3189285	3.3532145
-3.0991805	3.100775	-3.1204512	-3.074314	3.1255744	3.1181738	-3.1287572	3.1271796	3.10021	3.07053	3.0810003	-3.103813	-3.1420224	3.1036756	-3.0765774	3.125429
-3.0887835	3.1415048	-3.1409514	-3.117393	3.1121376	3.1280584	-3.0983908	3.1374083	3.1419709	3.071222	3.1436512	-3.1015143	-3.1688879	3.1081562	-3.0808275	3.0934403
-3.2170894	3.1982403	-3.234251	-3.2704856	3.2149117	3.2829347	-3.2465904	3.2976627	3.271072	3.2856143	3.210785	-3.2884042	-3.2301574	3.2481077	-3.2995346	3.2531857
-2.965204	2.9357538	-2.875337	-2.9692488	2.9322863	2.9001145	-2.9852045	2.9787707	2.910653	2.904667	2.9039736	-2.9056797	-2.8949285	2.93644	-2.9558923	2.8753474
-3.197286	3.1948924	-3.1997936	-3.2131505	3.1497982	3.1531503	-3.252408	3.201513	3.1800807	3.1616716	3.1645906	-3.223575	-3.201158	3.2298224	-3.2279096	3.1903465
-3.217692	3.210858	-3.2638936	-3.2524168	3.176941	3.2710338	-3.28495	3.282435	3.2514052	3.269743	3.2476811	-3.1965618	-3.2673573	3.2644098	-3.2155862	3.1910548
-3.0628476	3.0341775	-3.0202832	-3.075989	3.0381944	3.0525482	-3.0393486	3.1032774	3.0208015	3.0720983	3.0079317	-3.0509918	-3.1100056	3.0939672	-3.0965872	3.0500033
-2.8960192	2.910616	-2.8983905	-2.8899553	2.8391907	2.90873	-2.938624	2.8637586	2.915423	2.9195726	2.909843	-2.8435662	-2.8647232	2.8964775	-2.9195485	2.899779
-3.0962355	3.09633	-3.0439215	-3.1076627	3.0418122	3.0367274	-3.1393466	3.126982	3.1006112	3.1218915	3.0750253	-3.0674539	-3.0561337	3.0405564	-3.0879679	3.0286105
-2.857999	2.7923276	-2.790089	-2.7986777	2.8013563	2.794997	-2.792509	2.7888415	2.8749137	2.8711922	2.8413851	-2.825017	-2.787959	2.7788053	-2.8139474	2.7966433
-2.507843	2.548543	-2.485424	-2.510691	2.5589726	2.528901	-2.5953262	2.5502527	2.5692255	2.556127	2.5227225	-2.556808	-2.5477347	2.565607	-2.543532	2.5394754
-1.5277532	1.519239	-1.5527797	-1.55817	1.5380274	1.5319216	-1.523424	1.5649766	1.5234007	1.533474	1.5555857	-1.580049	-1.5267372	1.6002309	-1.5667673	1.527792
-2.588094	2.5298967	-2.5746002	-2.5577745	2.5809066	2.5238907	-2.611322	2.6323504	2.5816462	2.571769	2.6150687	-2.54141	-2.628599	2.543114	-2.5415268	2.5456939
-2.4934201	2.502484	-2.5512874	-2.5024679	2.510872	2.5326552	-2.5056512	2.5113904	2.559191	2.5767915	2.5532284	-2.4883506	-2.5254986	2.547117	-2.540018	2.5605767
-2.567267	2.5824604	-2.4952524	-2.5284703	2.5604756	2.5570848	-2.5492313	2.559353	2.5380483	2.5482008	2.509204	-2.5169373	-2.5371003	2.5861082	-2.5904262	2.5500622
-2.9806623	2.9431815	-2.9632926	-2.9912329	2.9289265	2.9747956	-3.0192246	2.9860523	2.9961367	2.9964733	2.970675	-2.9618225	-3.0372121	3.022898	-2.946568	2.9202273
-2.0824618	2.1102164	-2.1070876	-2.0402741	2.01255	2.0875058	-2.0867085	2.0474863	2.062972	2.0524096	2.0396695	-2.046183	-2.1341605	2.0534282	-2.1326294	2.03624
-2.6204379	2.6618586	-2.6105974	-2.6206758	2.6055937	2.6537502	-2.6820822	2.627398	2.675159	2.6962795	2.6542187	-2.6048994	-2.6327064	2.6393116	-2.6034296	2.6245763
-2.8533392	2.8550835	-2.8808627	-2.9412649	2.843621	2.8476522	-2.9259257	2.867902	2.8714929	2.877079	2.9222515	-2.9117885	-2.8968894	2.84135	-2.8736286	2.9198225
-2.5427232	2.4626057	-2.5181103	-2.5454743	2.4766173	2.47267	-2.503916	2.4721525	2.5645034	2.4735715	2.477086	-2.5361345	-2.5511322	2.559705	-2.5457642	2.4677346
-2.7579846	2.788714	-2.7754524	-2.808999	2.7302454	2.7354815	-2.7613268	2.8272893	2.780556	2.7875566	2.809747	-2.7690692	-2.8142467	2.7586994	-2.7676485	2.7707276
-2.7913353	2.7834418	-2.759452	-2.7925532	2.8097248	2.830834	-2.8101375	2.8097725	2.858587	2.8529582	2.7797735	-2.805271	-2.8210227	2.7644916	-2.8280632	2.8418276
-2.9327166	2.9500034	-2.952393	-2.957866	2.862758	2.8742812	-2.932739	2.9364412	2.9191492	2.8757892	2.962927	-2.8989215	-2.8968635	2.9217892	-2.9287088	2.8858778
-2.311988	2.275312	-2.3025968	-2.252321	2.2900188	2.2385128	-2.327095	2.3032143	2.2540548	2.281976	2.2397635	-2.3222666	-2.2810721	2.324532	-2.244842	2.2627254
-2.8830843	2.8648915	-2.8279169	-2.830686	2.7991025	2.844074	-2.8330424	2.8563423	2.8082557	2.8281462	2.874346	-2.7970738	-2.895097	2.8154597	-2.8877795	2.851172
-2.3573954	2.3421736	-2.3247278	-2.322441	2.3689864	2.3578682	-2.3608892	2.3496494	2.3965044	2.3880992	2.3993828	-2.308572	-2.3812745	2.3206983	-2.3311121	2.3610344
-2.522555	2.526072	-2.5509717	-2.5372412	2.5758522	2.5333486	-2.5216627	2.5906475	2.6052496	2.549032	2.5161827	-2.5691202	-2.592506	2.5728872	-2.546354	2.5302703
-2.5409064	2.552411	-2.5472116	-2.5148644	2.539023	2.4927237	-2.5129378	2.550388	2.5345776	2.5590057	2.5557675	-2.476053	-2.5417917	2.545979	-2.5312393	2.4922369
-2.6642184	2.7343173	-2.6603951	-2.6977835	2.6888926	2.6971474	-2.7611923	2.7499275	2.7533674	2.746882	2.664604	-2.6639383	-2.6941369	2.6659076	-2.6884375	2.7202094
-0.2851633	0.26271626	-0.32521522	-0.2991784	0.32219812	0.3075977	-0.28914955	0.36338395	0.32010508	0.36172652	0.32414392	-0.28498137	-0.3212017	0.27752152	-0.29585573	0.35089844
-2.637657	2.6277356	-2.682817	-2.6669693	2.6092844	2.6713347	-2.6956046	2.6416984	2.6907568	2.639892	2.667764	-2.6882253	-2.7054596	2.609161	-2.6097536	2.628855
-0.67576545	0.7344147	-0.72359383	-0.72553414	0.667419	0.7293213	-0.72510004	0.6935872	0.68944895	0.69163144	0.7346786	-0.76551604	-0.7053659	0.71983355	-0.7418941	0.68265545
-2.8534718	2.7484498	-2.7768795	-2.7578566	2.7630239	2.7962303	-2.8012261	2.7613645	2.7712553	2.7990592	2.754344	-2.8054907	-2.8587718	2.81698	-2.7680526	2.80663
-2.8568115	2.8027508	-2.7775984	-2.8682966	2.7894616	2.7775326	-2.8374913	2.8570075	2.8313396	2.7726686	2.7891653	-2.8229446	-2.7927887	2.8308666	-2.8431149	2.841898
-2.850221	2.813032	-2.7883408	-2.8039176	2.7576275	2.7733529	-2.8379364	2.7838244	2.7996342	2.8060918	2.7723682	-2.8432736	-2.7988663	2.8199763	-2.8075502	2.8181996
-2.1931515	2.1160188	-2.138682	-2.1510696	2.1216562	2.167606	-2.150021	2.142158	2.1863153	2.1474137	2.2260044	-2.1392896	-2.1572318	2.1856482	-2.2214825	2.122308
-2.5758634	2.5577104	-2.610433	-2.5517042	2.5677054	2.6207902	-2.6266932	2.5824866	2.544205	2.568689	2.5706007	-2.538847	-2.634788	2.6009634	-2.5376856	2.600091
-1.8790344	1.8477725	-1.9000632	-1.8842081	1.840235	1.8841683	-1.9180645	1.9104049	1.9418728	1.8691384	1.9330069	-1.9078027	-1.9351809	1.8923668	-1.8505919	1.9059104
-2.467322	2.3937833	-2.4196494	-2.462139	2.4336233	2.4528418	-2.3829248	2.4490395	2.4536145	2.4093215	2.4239595	-2.3914626	-2.3936841	2.3804762	-2.4168205	2.424044
-2.5625548	2.5535467	-2.4830961	-2.556345	2.5327172	2.5732248	-2.5345187	2.5708995	2.5515573	2.5279493	2.523389	-2.5003448	-2.5700812	2.5611491	-2.542282	2.5036914
-2.2454605	2.1827598	-2.2005408	-2.211898	2.2170312	2.1852288	-2.1919982	2.1771371	2.2591527	2.2599492	2.2432904	-2.2640655	-2.2079408	2.1991801	-2.2538776	2.205835
-2.38602	2.4774768	-2.4125578	-2.4242988	2.405504	2.4790204	-2.4514225	2.4491844	2.4180954	2.4080539	2.392657	-2.3879077	-2.439201	2.4619484	-2.439258	2.4084213
-2.451392	2.4183197	-2.441698	-2.4366803	2.4176192	2.4532309	-2.496395	2.4322853	2.5094452	2.4721904	2.4996383	-2.4328423	-2.4761622	2.502159	-2.507852	2.5114226
-2.6320615	2.5593064	-2.5849655	-2.5942597	2.6007648	2.6492672	-2.6861765	2.6114893	2.6252007	2.6664994	2.5990527	-2.6282966	-2.5980878	2.6341481	-2.5876176	2.580773
-2.417086	2.3865678	-2.4327083	-2.426891	2.4147987	2.3697128	-2.456576	2.3675718	2.3902855	2.4001138	2.4316337	-2.3622317	-2.3875108	2.3973691	-2.4358613	2.3523788
-2.5443127	2.5232527	-2.5603971	-2.5806785	2.5803578	2.6010914	-2.5433927	2.5521832	2.5799544	2.509706	2.520757	-2.5256999	-2.5740035	2.563625	-2.586494	2.5215313
-1.97209	1.9891324	-1.9716839	-2.0357697	1.9482329	1.9706234	-2.0614173	1.9976504	2.0402012	2.0575283	1.9920017	-2.0587966	-2.0346537	2.0188782	-1.9616218	2.0368242
-2.7318833	2.6955526	-2.7495084	-2.7522407	2.6832266	2.6808672	-2.770416	2.735649	2.7346387	2.7193666	2.7364192	-2.7487926	-2.7425997	2.66637	-2.687106	2.653914
-2.78985	2.7510448	-2.8067114	-2.760372	2.7561533	2.7948153	-2.7844245	2.7686327	2.7599654	2.8059437	2.8335958	-2.7941113	-2.7911549	2.8052187	-2.7647176	2.754191
-2.3926127	2.362173	-2.3883023	-2.4628808	2.3906844	2.3834982	-2.4005008	2.3962522	2.4745977	2.4419208	2.457156	-2.3717055	-2.4747589	2.3799388	-2.4700565	2.4242773
-2.7970436	2.70688	-2.7583296	-2.7398758	2.7633517	2.7854135	-2.7504942	2.802649	2.7997084	2.7690444	2.7503073	-2.7880976	-2.7310038	2.6898315	-2.7556303	2.7742379
-2.6408355	2.6944518	-2.6127863	-2.6640697	2.5888271	2.6176789	-2.6457047	2.6528351	2.650311	2.700321	2.6092355	-2.6687248	-2.6561327	2.6624448	-2.687413	2.6654658
-1.8864334	1.8502706	-1.9388752	-1.8604014	1.8441656	1.8889233	-1.8627753	1.9406899	1.9333396	1.8627311	1.8459246	-1.889859	-1.9416806	1.8824235	-1.8982973	1.8755703
-2.8297176	2.81156	-2.7913837	-2.807644	2.834068	2.8415558	-2.8098843	2.852169	2.8612735	2.779609	2.8546557	-2.8270152	-2.8319173	2.8542423	-2.8453448	2.785577
-0.8960316	0.82266563	-0.8703653	-0.85446924	0.88317865	0.9177063	-0.8903224	0.9254922	0.8636473	0.83021104	0.8609259	-0.8695187	-0.83740586	0.8371846	-0.8750002	0.8366716
-2.0150745	2.052511	-2.051506	-2.0408962	2.0294394	2.0426695	-1.995849	2.0651932	2.0783057	2.0490186	2.0460548	-2.0269892	-1.982011	2.0118158	-2.031158	2.0067065
-2.4825232	2.4078546	-2.4628954	-2.4427295	2.4097736	2.4922903	-2.4751875	2.490745	2.4438653	2.4603527	2.4453003	-2.4707718	-2.5184112	2.4847836	-2.4696803	2.4421003
-2.582186	2.5080209	-2.6166093	-2.5755444	2.5813582	2.5607474	-2.5527008	2.5546017	2.5463774	2.600252	2.5352204	-2.6004796	-2.619005	2.6112587	-2.5595255	2.5285614
-2.6277072	2.6073341	-2.536259	-2.6249735	2.595242	2.5370452	-2.6264713	2.5647485	2.5602767	2.6079793	2.616821	-2.5811408	-2.545216	2.5471425	-2.602208	2.6054847
-2.0374064	2.0396774	-2.0612876	-2.1317592	2.0509496	2.0603986	-2.1136043	2.082764	2.0842884	2.0671086	2.093184	-2.120287	-2.1055298	2.090668	-2.1058676	2.082111
1.2671609	-1.2666378	1.1932504	1.260349	-1.2410657	-1.2273821	1.2596897	-1.1997454	-1.2618988	-1.2152256	-1.2340311	1.2356865	1.2698312	-1.231913	1.250526	-1.2475942
-2.671903	2.634122	-2.7002761	-2.7015853	2.6229625	2.638692	-2.6522217	2.6440792	2.641176	2.6644917	2.6276093	-2.6820705	-2.6791012	2.6517882	-2.7064607	2.6839466
-1.512389	1.4155182	-1.4494369	-1.4705383	1.4344821	1.5027566	-1.4299707	1.4512767	1.448202	1.4450799	1.5004829	-1.4520613	-1.4643106	1.4819819	-1.5066534	1.4563447
-1.7278476	1.6834165	-1.6934556	-1.6957818	1.7041082	1.7512163	-1.7189277	1.7543585	1.6902812	1.7244968	1.7380973	-1.6740102	-1.7714138	1.7639031	-1.7221524	1.7117976
-2.069944	2.0394447	-2.0577822	-2.0718682	1.9597358	2.0350223	-2.0266466	1.9862632	2.0396752	2.029404	2.019115	-1.9916198	-2.0609648	1.9765711	-1.9910132	2.0082195
